panel,pipeline,readout,contrast,endpoint_role,estimate,ci_low,ci_high,positive
panel003,birdnet,linear,D_minus_C,secondary_descriptive,0.77843447273431288,0.72409024216859985,0.83064873776488701,true
panel003,birdnet,linear,interaction,secondary_descriptive,-0.021616660580663728,-0.066529169306610611,0.023649225691942839,false
panel003,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.58505790018488013,0.50243575118814021,0.66346590566224373,true
panel003,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.61895062538154322,0.54642962226067038,0.68818586404509918,true
panel003,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.033892725196663004,-0.008158176437040001,0.078558204032064177,true
panel003,birdnet,centroid,D_minus_A,secondary_descriptive,0.67763525020804616,0.6126405737345646,0.74115843950561111,true
panel003,birdnet,centroid,D_minus_B,secondary_descriptive,0.092577350023165819,0.051110829677405607,0.13774462775056093,true
panel003,birdnet,centroid,D_minus_C,secondary_descriptive,0.71152797540470913,0.64599447306038915,0.77299678914924941,true
panel003,birdnet,centroid,interaction,secondary_descriptive,0.058684624826502781,0.011884760252097119,0.10646023013780527,true
panel003,perch,linear,B_minus_A,co_primary,0.74589321224997107,0.68427568364328628,0.80373106615470058,true
panel003,perch,linear,B_minus_C,co_primary,0.81314728946417547,0.7644192850118795,0.85849194613787738,true
panel003,perch,linear,A_minus_C,secondary_paired_day_context,0.067254077214204303,0.034828741052594807,0.10120725919115958,true
panel003,perch,linear,D_minus_A,secondary_descriptive,0.79240525263432815,0.74008300560256979,0.84186850421196513,true
panel003,perch,linear,D_minus_B,secondary_descriptive,0.046512040384357148,0.022968048305996729,0.075509637398818982,true
panel003,perch,linear,D_minus_C,secondary_descriptive,0.85965932984853255,0.8156982679293372,0.89955718930380657,true
panel003,perch,linear,interaction,secondary_descriptive,-0.020742036829847151,-0.056464705202814505,0.015789304005323971,false
panel003,perch,centroid,B_minus_A,secondary_readout_robustness,0.54272433833030276,0.47042133237776379,0.61432717278296955,true
panel003,perch,centroid,B_minus_C,secondary_readout_robustness,0.55341738645958527,0.48291363955031791,0.62403166255989706,true
panel003,perch,centroid,A_minus_C,secondary_paired_day_context,0.010693048129282486,-0.0067176631332006281,0.030697790790957028,true
panel003,perch,centroid,D_minus_A,secondary_descriptive,0.67341176016228199,0.60418422716190412,0.74118353814182336,true
panel003,perch,centroid,D_minus_B,secondary_descriptive,0.13068742183197923,0.085623753872513017,0.17941846232565078,true
panel003,perch,centroid,D_minus_C,secondary_descriptive,0.68410480829156461,0.61356342189051505,0.75159755526714667,true
panel003,perch,centroid,interaction,secondary_descriptive,0.11999437370269674,0.07285259875846832,0.17104215021042751,true
panel004,birdnet,linear,B_minus_A,co_primary,0.5776838623290772,0.50581464373055907,0.64526340265949167,true
panel004,birdnet,linear,B_minus_C,co_primary,0.67141626060021198,0.61131302864428927,0.72972743554465225,true
panel004,birdnet,linear,A_minus_C,secondary_paired_day_context,0.093732398271134748,0.042901677361633771,0.14422438674576121,true
panel004,birdnet,linear,D_minus_A,secondary_descriptive,0.64215208128145973,0.58122929299562043,0.70131606410864877,true
panel004,birdnet,linear,D_minus_B,secondary_descriptive,0.064468218952382431,0.037178795867951975,0.097612256593669261,true
panel004,birdnet,linear,D_minus_C,secondary_descriptive,0.73588447955259451,0.67515414272165764,0.79244827079155966,true
panel004,birdnet,linear,interaction,secondary_descriptive,-0.029264179318752331,-0.077241898567295339,0.01851786423517807,false
panel004,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.50452891814053802,0.42765762447097738,0.57860154200975678,true
panel004,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.55598122197360711,0.48577450924356419,0.62330097989683042,true
panel004,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.051452303833069077,0.012956413660844435,0.090256798843779795,true
panel004,birdnet,centroid,D_minus_A,secondary_descriptive,0.59548623726118299,0.52773958054868098,0.66113634033659263,true
panel004,birdnet,centroid,D_minus_B,secondary_descriptive,0.090957319120644822,0.048081720913851704,0.13683689215112382,true
panel004,birdnet,centroid,D_minus_C,secondary_descriptive,0.64693854109425197,0.57965883443310551,0.71139494250669744,true
panel004,birdnet,centroid,interaction,secondary_descriptive,0.039505015287575738,-0.011898865362252089,0.092707451601498514,true
panel004,perch,linear,B_minus_A,co_primary,0.71489309111288302,0.65043094113150879,0.77552760606527249,true
panel004,perch,linear,B_minus_C,co_primary,0.77954079098443918,0.72884710445418233,0.82788900025616008,true
panel004,perch,linear,A_minus_C,secondary_paired_day_context,0.064647699871556025,0.027618902376188165,0.1035797953490686,true
panel004,perch,linear,D_minus_A,secondary_descriptive,0.76706459613750366,0.71313821200709038,0.81948669340154123,true
panel004,perch,linear,D_minus_B,secondary_descriptive,0.052171505024620445,0.030154825859764083,0.079114534610491338,true
panel004,perch,linear,D_minus_C,secondary_descriptive,0.83171229600905972,0.78568642984154036,0.87566634883744288,true
panel004,perch,linear,interaction,secondary_descriptive,-0.012476194846935587,-0.050774399984428037,0.024165900868175629,false
panel004,perch,centroid,B_minus_A,secondary_readout_robustness,0.48117750758134331,0.4043229663521854,0.55735667200233219,true
panel004,perch,centroid,B_minus_C,secondary_readout_robustness,0.51259102696060199,0.44228318029122826,0.58319938382948167,true
panel004,perch,centroid,A_minus_C,secondary_paired_day_context,0.031413519379258591,0.0035349617934360951,0.063577328032630762,true
panel004,perch,centroid,D_minus_A,secondary_descriptive,0.53762464692169021,0.46577951094763459,0.61031089361326096,true
panel004,perch,centroid,D_minus_B,secondary_descriptive,0.056447139340347029,0.01786017541136984,0.097444236302449735,true
panel004,perch,centroid,D_minus_C,secondary_descriptive,0.56903816630094883,0.50071039334098133,0.63697153084443225,true
panel004,perch,centroid,interaction,secondary_descriptive,0.025033619961088424,-0.020463508252829964,0.071222356228892406,true
panel005,birdnet,linear,B_minus_A,co_primary,0.65571182516260218,0.59461891899640018,0.71337745294848931,true
panel005,birdnet,linear,B_minus_C,co_primary,0.75300816820802585,0.70134305161960298,0.80222156824456647,true
panel005,birdnet,linear,A_minus_C,secondary_paired_day_context,0.097296343045423686,0.057118063184258189,0.13961743054217557,true
panel005,birdnet,linear,D_minus_A,secondary_descriptive,0.70030359450342894,0.6427020625059755,0.75455087620586925,true
panel005,birdnet,linear,D_minus_B,secondary_descriptive,0.04459176934082678,0.025036706361660485,0.069491008475598429,true
panel005,birdnet,linear,D_minus_C,secondary_descriptive,0.79759993754885272,0.74793062455326165,0.84424696118398335,true
panel005,birdnet,linear,interaction,secondary_descriptive,-0.052704573704596934,-0.097794391251255428,-0.0072678857283084873,false
panel005,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.52620125578888277,0.45578190057022439,0.59681348255515476,true
panel005,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.57881291132519941,0.50615838884609798,0.64765880862298186,true
panel005,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.052611655536316616,0.017188769791696663,0.088411121095860953,true
panel005,birdnet,centroid,D_minus_A,secondary_descriptive,0.63191776042570391,0.56268756168531242,0.69853686494586897,true
panel005,birdnet,centroid,D_minus_B,secondary_descriptive,0.10571650463682107,0.064749518647626375,0.14813126228469659,true
panel005,birdnet,centroid,D_minus_C,secondary_descriptive,0.68452941596202066,0.61888749740525184,0.74894493985978083,true
panel005,birdnet,centroid,interaction,secondary_descriptive,0.053104849100504468,-0.0033032302655051299,0.10942510694829571,true
panel005,perch,linear,B_minus_A,co_primary,0.72744195150628077,0.67285934353443022,0.7788604404024857,true
panel005,perch,linear,B_minus_C,co_primary,0.79747060557964555,0.74811169943253941,0.84386692485986792,true
panel005,perch,linear,A_minus_C,secondary_paired_day_context,0.070028654073364865,0.041083331109790129,0.10102571655804353,true
panel005,perch,linear,D_minus_A,secondary_descriptive,0.77867991134793191,0.72752739280837009,0.82766352186330427,true
panel005,perch,linear,D_minus_B,secondary_descriptive,0.051237959841651123,0.027069102175605743,0.081039249008035746,true
panel005,perch,linear,D_minus_C,secondary_descriptive,0.84870856542129669,0.80518580612052304,0.88931165748496921,true
panel005,perch,linear,interaction,secondary_descriptive,-0.018790694231713739,-0.059436808044620509,0.025157369956047927,false
panel005,perch,centroid,B_minus_A,secondary_readout_robustness,0.52532080091857269,0.45447358506133773,0.5971100029349139,true
panel005,perch,centroid,B_minus_C,secondary_readout_robustness,0.54108951299008645,0.47266334662115467,0.60964683923125951,true
panel005,perch,centroid,A_minus_C,secondary_paired_day_context,0.015768712071513626,0.0028005147744562622,0.03093222384425522,true
panel005,perch,centroid,D_minus_A,secondary_descriptive,0.62939749248214805,0.55948622647129076,0.69649920878165827,true
panel005,perch,centroid,D_minus_B,secondary_descriptive,0.10407669156357535,0.065111875748736794,0.14714651264778372,true
panel005,perch,centroid,D_minus_C,secondary_descriptive,0.64516620455366158,0.57683403206421691,0.71189545343220362,true
panel005,perch,centroid,interaction,secondary_descriptive,0.088307979492061733,0.049878759917276173,0.12964866270776984,true
panel006,birdnet,linear,B_minus_A,co_primary,0.68184739433171315,0.62042614014748521,0.74235555980458057,true
panel006,birdnet,linear,B_minus_C,co_primary,0.72443578361910355,0.67183674786204084,0.77521284807257673,true
panel006,birdnet,linear,A_minus_C,secondary_paired_day_context,0.042588389287390442,0.00040698376445679829,0.086194563692305451,true
panel006,birdnet,linear,D_minus_A,secondary_descriptive,0.7451541597102409,0.68932445734148973,0.80019406793074788,true
panel006,birdnet,linear,D_minus_B,secondary_descriptive,0.063306765378527599,0.036367690029440271,0.095326939525748999,true
panel006,birdnet,linear,D_minus_C,secondary_descriptive,0.78774254899763108,0.73848279655472149,0.83487607564137001,true
panel006,birdnet,linear,interaction,secondary_descriptive,0.02071837609113716,-0.028335613728683689,0.069329891464317256,true
panel006,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.57353694460200699,0.49786113006733557,0.64738165194460495,true
panel006,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.56489404366048601,0.49287459784989018,0.63629151954905039,true
panel006,birdnet,centroid,A_minus_C,secondary_paired_day_context,-0.0086429009415210107,-0.042271660668071545,0.022787545123831566,false
panel006,birdnet,centroid,D_minus_A,secondary_descriptive,0.66413829842475058,0.59625537001174844,0.7301666055083742,true
panel006,birdnet,centroid,D_minus_B,secondary_descriptive,0.090601353822743619,0.048215124981365036,0.13687871912656399,true
panel006,birdnet,centroid,D_minus_C,secondary_descriptive,0.6554953974832296,0.58890570608590853,0.72094478139714202,true
panel006,birdnet,centroid,interaction,secondary_descriptive,0.099244254764264642,0.048230836883201164,0.15221628513996435,true
panel006,perch,linear,B_minus_A,co_primary,0.76112236205073425,0.70783161342117062,0.81150826139272025,true
panel006,perch,linear,B_minus_C,co_primary,0.78443131099521457,0.73488914731036303,0.83136657596120134,true
panel006,perch,linear,A_minus_C,secondary_paired_day_context,0.023308948944480292,-0.0064521320766051478,0.053546712907124053,true
panel006,perch,linear,D_minus_A,secondary_descriptive,0.80769044711273008,0.75719509838658072,0.85528331022358495,true
panel006,perch,linear,D_minus_B,secondary_descriptive,0.04656808506199564,0.026598496806662934,0.070187253178232878,true
panel006,perch,linear,D_minus_C,secondary_descriptive,0.83099939605721018,0.78247318732594129,0.87644647156581335,true
panel006,perch,linear,interaction,secondary_descriptive,0.023259136117515344,-0.012124693359485191,0.059562138760523263,true
panel006,perch,centroid,B_minus_A,secondary_readout_robustness,0.53971224535944551,0.46829727028400653,0.61049248282656121,true
panel006,perch,centroid,B_minus_C,secondary_readout_robustness,0.54086049057900509,0.46962276540409392,0.61103661546208776,true
panel006,perch,centroid,A_minus_C,secondary_paired_day_context,0.0011482452195595825,-0.017084975036967293,0.019809096376366846,true
panel006,perch,centroid,D_minus_A,secondary_descriptive,0.61130288990987458,0.53959971957470909,0.68350645914709762,true
panel006,perch,centroid,D_minus_B,secondary_descriptive,0.071590644550429086,0.038546184424711818,0.10823183017127486,true
panel006,perch,centroid,D_minus_C,secondary_descriptive,0.61245113512943428,0.53845714279421686,0.68498232074467491,true
panel006,perch,centroid,interaction,secondary_descriptive,0.070442399330869501,0.033785870504726333,0.10896104284985571,true
panel007,birdnet,linear,B_minus_A,co_primary,0.63293210564020386,0.5677006365551166,0.69636032115334379,true
panel007,birdnet,linear,B_minus_C,co_primary,0.69604269717458089,0.63975034811106235,0.75090743478907895,true
panel007,birdnet,linear,A_minus_C,secondary_paired_day_context,0.063110591534376939,0.016107763756048915,0.11116245521428704,true
panel007,birdnet,linear,D_minus_A,secondary_descriptive,0.68082207002431916,0.62011693245502619,0.73968126257567302,true
panel007,birdnet,linear,D_minus_B,secondary_descriptive,0.047889964384115254,0.026045766400083221,0.074255000922674536,true
panel007,birdnet,linear,D_minus_C,secondary_descriptive,0.7439326615586962,0.68737127908022067,0.79631824480727531,true
panel007,birdnet,linear,interaction,secondary_descriptive,-0.015220627150261699,-0.064635371140573883,0.032840888878358523,false
panel007,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.56821434734105247,0.49041952858774168,0.6420156029558024,true
panel007,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.59280618675559282,0.51703354264733237,0.66473161089150401,true
panel007,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.024591839414540403,-0.012513433049120648,0.061305849586715352,true
panel007,birdnet,centroid,D_minus_A,secondary_descriptive,0.70515633243116815,0.64709825187487569,0.76123610999445823,true
panel007,birdnet,centroid,D_minus_B,secondary_descriptive,0.13694198509011563,0.091387146022654728,0.18642256552986522,true
panel007,birdnet,centroid,D_minus_C,secondary_descriptive,0.72974817184570862,0.66434009473475519,0.78926825829770431,true
panel007,birdnet,centroid,interaction,secondary_descriptive,0.11235014567557519,0.06006996478561024,0.16624977048757661,true
panel007,perch,linear,B_minus_A,co_primary,0.73938227983600513,0.67584051271682721,0.8003232631154491,true
panel007,perch,linear,B_minus_C,co_primary,0.78609924544719989,0.73315777513369995,0.83675212751295791,true
panel007,perch,linear,A_minus_C,secondary_paired_day_context,0.046716965611194879,0.014019964959408946,0.079469696417549265,true
panel007,perch,linear,D_minus_A,secondary_descriptive,0.77322170394216616,0.71751894855221643,0.82629095867911495,true
panel007,perch,linear,D_minus_B,secondary_descriptive,0.033839424106161059,0.016532767865880215,0.056963260856286176,true
panel007,perch,linear,D_minus_C,secondary_descriptive,0.81993866955336092,0.76927663874277707,0.86700905526607797,true
panel007,perch,linear,interaction,secondary_descriptive,-0.012877541505033825,-0.044414744885701289,0.018269265320720447,false
panel007,perch,centroid,B_minus_A,secondary_readout_robustness,0.53116139861688294,0.4549986403262265,0.60606051639994707,true
panel007,perch,centroid,B_minus_C,secondary_readout_robustness,0.55010641907468782,0.47613263984497606,0.62099218632801478,true
panel007,perch,centroid,A_minus_C,secondary_paired_day_context,0.018945020457804961,0.000549355117588146,0.040637508554242203,true
panel007,perch,centroid,D_minus_A,secondary_descriptive,0.64799281824017285,0.57642391193187792,0.71681490531196812,true
panel007,perch,centroid,D_minus_B,secondary_descriptive,0.11683141962329009,0.076283593289835291,0.16009623023706335,true
panel007,perch,centroid,D_minus_C,secondary_descriptive,0.66693783869797785,0.59665452805619434,0.73361453184771186,true
panel007,perch,centroid,interaction,secondary_descriptive,0.097886399165485152,0.055875567052183751,0.14214719495238554,true
panel008,birdnet,linear,B_minus_A,co_primary,0.59663175769034826,0.52347930279498289,0.6667506199591442,true
panel008,birdnet,linear,B_minus_C,co_primary,0.70061404876387379,0.64103811811141742,0.75855478627118234,true
panel008,birdnet,linear,A_minus_C,secondary_paired_day_context,0.10398229107352568,0.058249844863016223,0.15161297231962792,true
panel008,birdnet,linear,D_minus_A,secondary_descriptive,0.65519443287332502,0.59490161280630194,0.71474490942219093,true
panel008,birdnet,linear,D_minus_B,secondary_descriptive,0.058562675182976767,0.030002201676395758,0.092840102771332839,true
panel008,birdnet,linear,D_minus_C,secondary_descriptive,0.75917672394685054,0.70383066827181739,0.81149496623669259,true
panel008,birdnet,linear,interaction,secondary_descriptive,-0.045419615890548895,-0.092705007634369188,0.0012763999455868084,false
panel008,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.52159253683354623,0.44055186894004911,0.60120708653403399,true
panel008,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.56717031252267347,0.49132448473913615,0.64066915944470038,true
panel008,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.045577775689127235,0.013520619012270091,0.079508731622673509,true
panel008,birdnet,centroid,D_minus_A,secondary_descriptive,0.63764431076229089,0.56952759722350144,0.70276292762757242,true
panel008,birdnet,centroid,D_minus_B,secondary_descriptive,0.11605177392874466,0.0683501536547204,0.16629360168344301,true
panel008,birdnet,centroid,D_minus_C,secondary_descriptive,0.68322208645141813,0.62376926296341262,0.74068355358102145,true
panel008,birdnet,centroid,interaction,secondary_descriptive,0.070473998239617419,0.011355351180240544,0.13048615688812232,true
panel008,perch,linear,B_minus_A,co_primary,0.74192381317041312,0.68820463450307001,0.7940810189729125,true
panel008,perch,linear,B_minus_C,co_primary,0.77454075637903863,0.72760612313377437,0.8204141682596211,true
panel008,perch,linear,A_minus_C,secondary_paired_day_context,0.032616943208625411,0.0062774840514243091,0.059380943253782091,true
panel008,perch,linear,D_minus_A,secondary_descriptive,0.80623943509595741,0.75228798162488242,0.85647195427304423,true
panel008,perch,linear,D_minus_B,secondary_descriptive,0.064315621925544159,0.04144076031234592,0.091213945243466724,true
panel008,perch,linear,D_minus_C,secondary_descriptive,0.83885637830458282,0.79277802713477086,0.88062995712204695,true
panel008,perch,linear,interaction,secondary_descriptive,0.031698678716918748,-0.0051176061412393208,0.069274178125090013,true
panel008,perch,centroid,B_minus_A,secondary_readout_robustness,0.50634702228896467,0.42876234757849258,0.58112840394540732,true
panel008,perch,centroid,B_minus_C,secondary_readout_robustness,0.51529137022109106,0.43831616170240123,0.58865311755983141,true
panel008,perch,centroid,A_minus_C,secondary_paired_day_context,0.0089443479321263553,-0.0056412357368092114,0.025045695457483648,true
panel008,perch,centroid,D_minus_A,secondary_descriptive,0.55993797033157044,0.48791674781453331,0.62942616204090995,true
panel008,perch,centroid,D_minus_B,secondary_descriptive,0.0535909480426058,0.018535781663361364,0.091639057573799393,true
panel008,perch,centroid,D_minus_C,secondary_descriptive,0.56888231826369673,0.49638540937008013,0.63776629884080915,true
panel008,perch,centroid,interaction,secondary_descriptive,0.044646600110479447,0.0071307685861604613,0.083616763011246625,true
panel009,birdnet,linear,B_minus_A,co_primary,0.65547609683819796,0.59207186930117395,0.71528532061581607,true
panel009,birdnet,linear,B_minus_C,co_primary,0.6979427345238739,0.64080912091157927,0.75310030717620258,true
panel009,birdnet,linear,A_minus_C,secondary_paired_day_context,0.042466637685675858,-0.0029556591917356146,0.090226668697191967,true
panel009,birdnet,linear,D_minus_A,secondary_descriptive,0.70459921469855313,0.6459058973034415,0.76014133263740846,true
panel009,birdnet,linear,D_minus_B,secondary_descriptive,0.049123117860355253,0.026343040740581591,0.076656104743988068,true
panel009,birdnet,linear,D_minus_C,secondary_descriptive,0.74706585238422918,0.69067353335917314,0.79999164771538833,true
panel009,birdnet,linear,interaction,secondary_descriptive,0.0066564801746793849,-0.042814881726489132,0.054852504750779442,true
panel009,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.52947819701371102,0.449445929328807,0.60720753357305457,true
panel009,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.52611522279262624,0.44749499482891802,0.59883839187736443,true
panel009,birdnet,centroid,A_minus_C,secondary_paired_day_context,-0.0033629742210848691,-0.041305854114863712,0.03628143598463833,false
panel009,birdnet,centroid,D_minus_A,secondary_descriptive,0.58970766993071622,0.51655580386672462,0.65855062922538987,true
panel009,birdnet,centroid,D_minus_B,secondary_descriptive,0.060229472917005013,0.010966564910324448,0.11106229585289544,true
panel009,birdnet,centroid,D_minus_C,secondary_descriptive,0.58634469570963121,0.51405569457866862,0.65633791311836676,true
panel009,birdnet,centroid,interaction,secondary_descriptive,0.063592447138089869,0.0033387744185233307,0.12444004939948494,true
panel009,perch,linear,B_minus_A,co_primary,0.72616669973444248,0.67144515530142967,0.77877363890322238,true
panel009,perch,linear,B_minus_C,co_primary,0.77984492064411226,0.72906547428986601,0.82815389689470698,true
panel009,perch,linear,A_minus_C,secondary_paired_day_context,0.053678220909669526,0.022746707178266115,0.084949553598124866,true
panel009,perch,linear,D_minus_A,secondary_descriptive,0.77840750981023987,0.72825418202047143,0.82609584605103548,true
panel009,perch,linear,D_minus_B,secondary_descriptive,0.052240810075797499,0.027755460688535554,0.081760049121218495,true
panel009,perch,linear,D_minus_C,secondary_descriptive,0.83208573071990966,0.78623259610179574,0.87522230642666898,true
panel009,perch,linear,interaction,secondary_descriptive,-0.0014374108338720299,-0.041919661330663202,0.041183265321106811,false
panel009,perch,centroid,B_minus_A,secondary_readout_robustness,0.49629454132967554,0.42347313896145783,0.56817186851961443,true
